doneChargingTime,EVSEcount,UniqueFee,freeStationCount,paidStationCount,embedding_feature,Hour_of_Day,Day_Of_Week,Day_Of_year,Month_Of_Year,Time_of_day_0_4,Time_of_day_4_8,Time_of_day_8_12,Time_of_day_12_16,Time_of_day_16_20,Time_of_day_20_24,DayCategory,Season,daylightSaving,Smoothed_chargingTimeTotal,Smoothed_energyPriceTotal,lag_1,Smoothed_kWhDeliveredTotal
2019-09-01 05:00:00,1,Paid,0,1,0.12142857141666664,5,6,244,9,0,1,0,0,0,0,WeeekendSunday,4,1,59.996287604011094,0.8114417903392361,4.743950882867506,4.773190648828675
2019-09-01 06:00:00,1,Paid,0,1,0.12142857141666664,6,6,244,9,0,1,0,0,0,0,WeeekendSunday,4,1,31.504480837136562,0.42609364636177965,4.773190648828675,2.5064369191846465
2019-09-01 07:00:00,0,NoFeeApplicable,0,0,0.0,7,6,244,9,0,1,0,0,0,0,WeeekendSunday,4,1,0.3150448083713659,0.0042609364636178,2.5064369191846465,0.025064369191846486
2019-09-01 08:00:00,0,NoFeeApplicable,0,0,0.0,8,6,244,9,0,0,1,0,0,0,WeeekendSunday,4,1,0.0031504480837136616,4.260936463617804e-05,0.025064369191846486,0.00025064369191846506
2019-09-01 09:00:00,0,NoFeeApplicable,0,0,0.0,9,6,244,9,0,0,1,0,0,0,WeeekendSunday,4,1,3.150448083713665e-05,4.260936463617808e-07,0.00025064369191846506,2.5064369191846532e-06
2019-09-01 10:00:00,0,NoFeeApplicable,0,0,0.0,10,6,244,9,0,0,1,0,0,0,WeeekendSunday,4,1,3.1504480837136674e-07,4.260936463617811e-09,2.5064369191846532e-06,2.5064369191846554e-08
2019-09-01 11:00:00,0,NoFeeApplicable,0,0,0.0,11,6,244,9,0,0,1,0,0,0,WeeekendSunday,4,1,3.15044808371367e-09,4.260936463617815e-11,2.5064369191846554e-08,2.5064369191846575e-10
2019-09-01 12:00:00,0,NoFeeApplicable,0,0,0.0,12,6,244,9,0,0,0,1,0,0,WeeekendSunday,4,1,3.150448083713673e-11,4.260936463617819e-13,2.5064369191846575e-10,2.5064369191846596e-12
2019-09-01 13:00:00,0,NoFeeApplicable,0,0,0.0,13,6,244,9,0,0,0,1,0,0,WeeekendSunday,4,1,3.1504480837136757e-13,4.260936463617823e-15,2.5064369191846596e-12,2.506436919184662e-14
2019-09-01 14:00:00,0,NoFeeApplicable,0,0,0.0,14,6,244,9,0,0,0,1,0,0,WeeekendSunday,4,1,3.1504480837136784e-15,4.260936463617827e-17,2.506436919184662e-14,2.5064369191846643e-16
2019-09-01 15:00:00,0,NoFeeApplicable,0,0,0.0,15,6,244,9,0,0,0,1,0,0,WeeekendSunday,4,1,3.1504480837136815e-17,4.2609364636178307e-19,2.5064369191846643e-16,2.5064369191846666e-18
2019-09-01 16:00:00,0,NoFeeApplicable,0,0,0.0,16,6,244,9,0,0,0,0,1,0,WeeekendSunday,4,1,3.150448083713684e-19,4.260936463617834e-21,2.5064369191846666e-18,2.5064369191846688e-20
2019-09-01 17:00:00,0,NoFeeApplicable,0,0,0.0,17,6,244,9,0,0,0,0,1,0,WeeekendSunday,4,1,3.150448083713687e-21,4.2609364636178377e-23,2.5064369191846688e-20,2.506436919184671e-22
2019-09-01 18:00:00,0,NoFeeApplicable,0,0,0.0,18,6,244,9,0,0,0,0,1,0,WeeekendSunday,4,1,3.1504480837136897e-23,4.260936463617842e-25,2.506436919184671e-22,2.506436919184673e-24
2019-09-01 19:00:00,0,NoFeeApplicable,0,0,0.0,19,6,244,9,0,0,0,0,1,0,WeeekendSunday,4,1,3.150448083713693e-25,4.260936463617846e-27,2.506436919184673e-24,2.5064369191846755e-26
2019-09-01 20:00:00,0,NoFeeApplicable,0,0,0.0,20,6,244,9,0,0,0,0,0,1,WeeekendSunday,4,1,3.1504480837136956e-27,4.26093646361785e-29,2.5064369191846755e-26,2.5064369191846778e-28
2019-09-01 21:00:00,0,NoFeeApplicable,0,0,0.0,21,6,244,9,0,0,0,0,0,1,WeeekendSunday,4,1,3.1504480837136984e-29,4.260936463617854e-31,2.5064369191846778e-28,2.5064369191846797e-30
2019-09-01 22:00:00,0,NoFeeApplicable,0,0,0.0,22,6,244,9,0,0,0,0,0,1,WeeekendSunday,4,1,3.150448083713701e-31,4.2609364636178575e-33,2.5064369191846797e-30,2.506436919184682e-32
2019-09-01 23:00:00,0,NoFeeApplicable,0,0,0.0,23,6,244,9,0,0,0,0,0,1,WeeekendSunday,4,1,3.150448083713704e-33,4.2609364636178613e-35,2.506436919184682e-32,2.5064369191846842e-34
2019-09-02 00:00:00,0,NoFeeApplicable,0,0,0.0,0,0,245,9,1,0,0,0,0,0,Holiday: Labor Day,4,1,3.150448083713707e-35,4.260936463617865e-37,2.5064369191846842e-34,2.5064369191846866e-36
2019-09-02 01:00:00,1,Paid,0,1,0.12142857141666664,1,0,245,9,1,0,0,0,0,0,Holiday: Labor Day,4,1,29.714894553266998,0.37434819420900006,2.5064369191846866e-36,2.202051005253
2019-09-02 02:00:00,1,Paid,0,1,0.12142857141666664,2,0,245,9,1,0,0,0,0,0,Holiday: Labor Day,4,1,59.694180434988,0.7514432430515109,2.202051005253,4.420259989241055
2019-09-02 03:00:00,1,Paid,0,1,0.12142857141666664,3,0,245,9,1,0,0,0,0,0,Holiday: Labor Day,4,1,59.996941507498825,0.7552515286966262,4.420259989241055,4.4426616979283295
2019-09-02 04:00:00,1,Paid,0,1,0.12142857141666664,4,0,245,9,0,1,0,0,0,0,Holiday: Labor Day,4,1,22.1489701235553,0.27881549005133416,4.4426616979283295,1.640089835005046
2019-09-02 05:00:00,0,NoFeeApplicable,0,0,0.0,5,0,245,9,0,1,0,0,0,0,Holiday: Labor Day,4,1,0.22148970123555317,0.0027881549005133437,1.640089835005046,0.016400898350050472
2019-09-02 06:00:00,0,NoFeeApplicable,0,0,0.0,6,0,245,9,0,1,0,0,0,0,Holiday: Labor Day,4,1,0.0022148970123555337,2.788154900513346e-05,0.016400898350050472,0.00016400898350050485
2019-09-02 07:00:00,0,NoFeeApplicable,0,0,0.0,7,0,245,9,0,1,0,0,0,0,Holiday: Labor Day,4,1,2.2148970123555356e-05,2.7881549005133486e-07,0.00016400898350050485,1.64008983500505e-06
2019-09-02 08:00:00,0,NoFeeApplicable,0,0,0.0,8,0,245,9,0,0,1,0,0,0,Holiday: Labor Day,4,1,2.2148970123555376e-07,2.788154900513351e-09,1.64008983500505e-06,1.6400898350050513e-08
2019-09-02 09:00:00,0,NoFeeApplicable,0,0,0.0,9,0,245,9,0,0,1,0,0,0,Holiday: Labor Day,4,1,2.2148970123555395e-09,2.7881549005133535e-11,1.6400898350050513e-08,1.640089835005053e-10
2019-09-02 10:00:00,0,NoFeeApplicable,0,0,0.0,10,0,245,9,0,0,1,0,0,0,Holiday: Labor Day,4,1,2.2148970123555415e-11,2.788154900513356e-13,1.640089835005053e-10,1.6400898350050545e-12
2019-09-02 11:00:00,0,NoFeeApplicable,0,0,0.0,11,0,245,9,0,0,1,0,0,0,Holiday: Labor Day,4,1,2.2148970123555434e-13,2.7881549005133584e-15,1.6400898350050545e-12,1.640089835005056e-14
2019-09-02 12:00:00,0,NoFeeApplicable,0,0,0.0,12,0,245,9,0,0,0,1,0,0,Holiday: Labor Day,4,1,2.2148970123555453e-15,2.788154900513361e-17,1.640089835005056e-14,1.6400898350050574e-16
2019-09-02 13:00:00,0,NoFeeApplicable,0,0,0.0,13,0,245,9,0,0,0,1,0,0,Holiday: Labor Day,4,1,2.2148970123555475e-17,2.7881549005133636e-19,1.6400898350050574e-16,1.6400898350050589e-18
2019-09-02 14:00:00,0,NoFeeApplicable,0,0,0.0,14,0,245,9,0,0,0,1,0,0,Holiday: Labor Day,4,1,2.2148970123555495e-19,2.788154900513366e-21,1.6400898350050589e-18,1.6400898350050606e-20
2019-09-02 15:00:00,0,NoFeeApplicable,0,0,0.0,15,0,245,9,0,0,0,1,0,0,Holiday: Labor Day,4,1,2.2148970123555513e-21,2.7881549005133687e-23,1.6400898350050606e-20,1.640089835005062e-22
2019-09-02 16:00:00,0,NoFeeApplicable,0,0,0.0,16,0,245,9,0,0,0,0,1,0,Holiday: Labor Day,4,1,2.2148970123555534e-23,2.788154900513371e-25,1.640089835005062e-22,1.6400898350050633e-24
2019-09-02 17:00:00,0,NoFeeApplicable,0,0,0.0,17,0,245,9,0,0,0,0,1,0,Holiday: Labor Day,4,1,2.2148970123555557e-25,2.7881549005133734e-27,1.6400898350050633e-24,1.640089835005065e-26
2019-09-02 18:00:00,0,NoFeeApplicable,0,0,0.0,18,0,245,9,0,0,0,0,1,0,Holiday: Labor Day,4,1,2.2148970123555576e-27,2.788154900513376e-29,1.640089835005065e-26,1.6400898350050663e-28
2019-09-02 19:00:00,0,NoFeeApplicable,0,0,0.0,19,0,245,9,0,0,0,0,1,0,Holiday: Labor Day,4,1,2.2148970123555596e-29,2.788154900513379e-31,1.6400898350050663e-28,1.640089835005068e-30
2019-09-02 20:00:00,0,NoFeeApplicable,0,0,0.0,20,0,245,9,0,0,0,0,0,1,Holiday: Labor Day,4,1,2.2148970123555617e-31,2.7881549005133813e-33,1.640089835005068e-30,1.6400898350050693e-32
2019-09-02 21:00:00,0,NoFeeApplicable,0,0,0.0,21,0,245,9,0,0,0,0,0,1,Holiday: Labor Day,4,1,2.2148970123555637e-33,2.788154900513384e-35,1.6400898350050693e-32,1.640089835005071e-34
2019-09-02 22:00:00,0,NoFeeApplicable,0,0,0.0,22,0,245,9,0,0,0,0,0,1,Holiday: Labor Day,4,1,2.214897012355566e-35,2.7881549005133865e-37,1.640089835005071e-34,1.6400898350050726e-36
2019-09-02 23:00:00,1,Paid,0,1,0.12142857141558447,23,0,245,9,0,0,0,0,0,1,Holiday: Labor Day,4,1,29.622274806415945,0.43787860867911094,1.6400898350050726e-36,2.575754318128919
2019-09-03 00:00:00,8,Paid,0,8,0.11249999998890695,0,1,246,9,1,0,0,0,0,0,Weekday,4,1,356.66354497554477,4.112544390680659,2.575754318128919,24.191432795167106
2019-09-03 01:00:00,22,Paid,0,22,0.11818181816976588,1,1,246,9,1,0,0,0,0,0,Weekday,4,1,1017.9364745414779,10.959241527610006,24.191432795167106,64.46612524561412
2019-09-03 02:00:00,33,Paid,0,33,0.11926406925190217,2,1,246,9,1,0,0,0,0,0,Weekday,4,1,1685.622356418566,16.86122494625637,64.46612524561412,99.18367334528128
2019-09-03 03:00:00,26,Paid,0,26,0.12142857141604232,3,1,246,9,1,0,0,0,0,0,Weekday,4,1,1411.287723921619,13.82399310976629,99.18367334528128,81.31760830523942
2019-09-03 04:00:00,25,Paid,0,25,0.1185714285593074,4,1,246,9,0,1,0,0,0,0,Weekday,4,1,1381.715378559246,12.6875838810988,81.31760830523942,74.63285872305906
2019-09-03 05:00:00,19,Paid,0,19,0.11766917292036912,5,1,246,9,0,1,0,0,0,0,Weekday,4,1,993.2076534555964,8.755546548811031,74.63285872305906,51.50321872723082
2019-09-03 06:00:00,17,Paid,0,17,0.11722689074439782,6,1,246,9,0,1,0,0,0,0,Weekday,4,1,868.8065765345558,12.056975235488109,51.50321872723082,70.92338866727228
2019-09-03 07:00:00,9,Paid,0,9,0.11349206348112072,7,1,246,9,0,1,0,0,0,0,Weekday,4,1,430.1970660953456,4.074545602354881,70.92338866727228,23.967918676672728
2019-09-03 08:00:00,7,Paid,0,7,0.11122448978509589,8,1,246,9,0,0,1,0,0,0,Weekday,4,1,368.4404709909535,2.7174688460235488,23.967918676672728,15.985104486766726
2019-09-03 09:00:00,6,Paid,0,6,0.09761904761056998,9,1,246,9,0,0,1,0,0,0,Weekday,4,1,228.31540371990957,1.6305509684602357,15.985104486766726,9.591481054867666
2019-09-03 10:00:00,1,Paid,0,1,0.12142857141666664,10,1,246,9,0,0,1,0,0,0,Weekday,4,1,61.683154037199095,0.49680992968460236,9.591481054867666,2.922412330548677
2019-09-03 11:00:00,1,Paid,0,1,0.12142857141666664,11,1,246,9,0,0,1,0,0,0,Weekday,4,1,60.01683154037199,0.48547251929684604,2.922412330548677,2.855721643305487
2019-09-03 12:00:00,1,Paid,0,1,0.12142857141666664,12,1,246,9,0,0,0,1,0,0,Weekday,4,1,57.42616831540372,0.4645374651929685,2.855721643305487,2.7325739164330547
2019-09-03 13:00:00,0,NoFeeApplicable,0,0,0.0,13,1,246,9,0,0,0,1,0,0,Weekday,4,1,0.5742616831540377,0.004645374651929689,2.7325739164330547,0.02732573916433057
2019-09-03 14:00:00,0,NoFeeApplicable,0,0,0.0,14,1,246,9,0,0,0,1,0,0,Weekday,4,1,0.005742616831540382,4.645374651929694e-05,0.02732573916433057,0.00027325739164330595
2019-09-03 15:00:00,0,NoFeeApplicable,0,0,0.0,15,1,246,9,0,0,0,1,0,0,Weekday,4,1,5.742616831540388e-05,4.645374651929698e-07,0.00027325739164330595,2.7325739164330623e-06
2019-09-03 16:00:00,0,NoFeeApplicable,0,0,0.0,16,1,246,9,0,0,0,0,1,0,Weekday,4,1,5.742616831540393e-07,4.645374651929702e-09,2.7325739164330623e-06,2.7325739164330647e-08
2019-09-03 17:00:00,0,NoFeeApplicable,0,0,0.0,17,1,246,9,0,0,0,0,1,0,Weekday,4,1,5.742616831540398e-09,4.6453746519297064e-11,2.7325739164330647e-08,2.7325739164330673e-10
2019-09-03 18:00:00,0,NoFeeApplicable,0,0,0.0,18,1,246,9,0,0,0,0,1,0,Weekday,4,1,5.742616831540403e-11,4.64537465192971e-13,2.7325739164330673e-10,2.7325739164330695e-12
2019-09-03 19:00:00,0,NoFeeApplicable,0,0,0.0,19,1,246,9,0,0,0,0,1,0,Weekday,4,1,5.742616831540408e-13,4.645374651929715e-15,2.7325739164330695e-12,2.732573916433072e-14
2019-09-03 20:00:00,0,NoFeeApplicable,0,0,0.0,20,1,246,9,0,0,0,0,0,1,Weekday,4,1,5.7426168315404134e-15,4.645374651929719e-17,2.732573916433072e-14,2.7325739164330746e-16
2019-09-03 21:00:00,0,NoFeeApplicable,0,0,0.0,21,1,246,9,0,0,0,0,0,1,Weekday,4,1,5.742616831540419e-17,4.645374651929723e-19,2.7325739164330746e-16,2.732573916433077e-18
2019-09-03 22:00:00,0,NoFeeApplicable,0,0,0.0,22,1,246,9,0,0,0,0,0,1,Weekday,4,1,5.742616831540424e-19,4.6453746519297276e-21,2.732573916433077e-18,2.73257391643308e-20
2019-09-03 23:00:00,1,Paid,0,1,0.12142857141558447,23,1,246,9,0,0,0,0,0,1,Weekday,4,1,29.971519066322497,0.2619957232054104,2.73257391643308e-20,1.5411521259726875
2019-09-04 00:00:00,5,Paid,0,5,0.10714285713268397,0,2,247,9,1,0,0,0,0,0,Weekday,4,1,267.5759823425699,2.0691248782653746,1.5411521259726875,12.171326198846325
2019-09-04 01:00:00,21,Paid,0,21,0.111224489785302,1,2,247,9,1,0,0,0,0,0,Weekday,4,1,915.9171118381405,7.0182042999031475,12.171326198846325,41.283562600928036
2019-09-04 02:00:00,33,Paid,0,33,0.11277056275954353,2,2,247,9,1,0,0,0,0,0,Weekday,4,1,1621.07716406679,13.842831304752831,41.283562600928036,81.42842691456104
2019-09-04 03:00:00,32,Paid,0,32,0.11026785713223759,3,2,247,9,1,0,0,0,0,0,Weekday,4,1,1874.9687722752785,15.607013972871115,81.42842691456104,91.80597428810785
2019-09-04 04:00:00,29,Paid,0,29,0.10911330048223618,4,2,247,9,0,1,0,0,0,0,Weekday,4,1,1644.1976880529837,13.875636659730445,91.80597428810785,81.62139652289129
2019-09-04 05:00:00,24,Paid,0,24,0.10654761903769842,5,2,247,9,0,1,0,0,0,0,Weekday,4,1,1183.1899765505345,9.741739536597347,81.62139652289129,57.30434973522914
2019-09-04 06:00:00,17,Paid,0,17,0.09201680671517705,6,2,247,9,0,1,0,0,0,0,Weekday,4,1,1011.6824007555052,9.715121865365973,57.30434973522914,57.147775557352304
2019-09-04 07:00:00,14,Paid,0,14,0.09591836733874462,7,2,247,9,0,1,0,0,0,0,Weekday,4,1,788.9993230175551,7.44800318865366,57.147775557352304,43.81178398557353
2019-09-04 08:00:00,11,Paid,0,11,0.10844155843112951,8,2,247,9,0,0,1,0,0,0,Weekday,4,1,587.5514925701755,5.483787561886538,43.81178398557353,32.257573199855734
2019-09-04 09:00:00,5,Paid,0,5,0.10714285713246753,9,2,247,9,0,0,1,0,0,0,Weekday,4,1,190.13101426570176,1.7303712956188653,32.257573199855734,10.178648441998558
2019-09-04 10:00:00,0,NoFeeApplicable,0,0,0.0,10,2,247,9,0,0,1,0,0,0,Weekday,4,1,1.9013101426570194,0.01730371295618867,10.178648441998558,0.10178648441998567
2019-09-04 11:00:00,0,NoFeeApplicable,0,0,0.0,11,2,247,9,0,0,1,0,0,0,Weekday,4,1,0.01901310142657021,0.00017303712956188684,0.10178648441998567,0.0010178648441998576
2019-09-04 12:00:00,0,NoFeeApplicable,0,0,0.0,12,2,247,9,0,0,0,1,0,0,Weekday,4,1,0.00019013101426570227,1.73037129561887e-06,0.0010178648441998576,1.0178648441998586e-05
2019-09-04 13:00:00,0,NoFeeApplicable,0,0,0.0,13,2,247,9,0,0,0,1,0,0,Weekday,4,1,1.9013101426570247e-06,1.7303712956188715e-08,1.0178648441998586e-05,1.0178648441998595e-07
2019-09-04 14:00:00,0,NoFeeApplicable,0,0,0.0,14,2,247,9,0,0,0,1,0,0,Weekday,4,1,1.9013101426570264e-08,1.7303712956188732e-10,1.0178648441998595e-07,1.0178648441998603e-09
2019-09-04 15:00:00,0,NoFeeApplicable,0,0,0.0,15,2,247,9,0,0,0,1,0,0,Weekday,4,1,1.901310142657028e-10,1.7303712956188746e-12,1.0178648441998603e-09,1.0178648441998613e-11
2019-09-04 16:00:00,0,NoFeeApplicable,0,0,0.0,16,2,247,9,0,0,0,0,1,0,Weekday,4,1,1.90131014265703e-12,1.730371295618876e-14,1.0178648441998613e-11,1.0178648441998622e-13
2019-09-04 17:00:00,0,NoFeeApplicable,0,0,0.0,17,2,247,9,0,0,0,0,1,0,Weekday,4,1,1.9013101426570315e-14,1.7303712956188778e-16,1.0178648441998622e-13,1.0178648441998632e-15
2019-09-04 18:00:00,0,NoFeeApplicable,0,0,0.0,18,2,247,9,0,0,0,0,1,0,Weekday,4,1,1.901310142657033e-16,1.7303712956188794e-18,1.0178648441998632e-15,1.017864844199864e-17
2019-09-04 19:00:00,0,NoFeeApplicable,0,0,0.0,19,2,247,9,0,0,0,0,1,0,Weekday,4,1,1.901310142657035e-18,1.7303712956188812e-20,1.017864844199864e-17,1.0178648441998651e-19
2019-09-04 20:00:00,0,NoFeeApplicable,0,0,0.0,20,2,247,9,0,0,0,0,0,1,Weekday,4,1,1.901310142657037e-20,1.7303712956188827e-22,1.0178648441998651e-19,1.017864844199866e-21
2019-09-04 21:00:00,0,NoFeeApplicable,0,0,0.0,21,2,247,9,0,0,0,0,0,1,Weekday,4,1,1.9013101426570385e-22,1.7303712956188843e-24,1.017864844199866e-21,1.0178648441998668e-23
2019-09-04 22:00:00,0,NoFeeApplicable,0,0,0.0,22,2,247,9,0,0,0,0,0,1,Weekday,4,1,1.90131014265704e-24,1.7303712956188856e-26,1.0178648441998668e-23,1.0178648441998678e-25
2019-09-04 23:00:00,1,Paid,0,1,0.12142857141558447,23,2,247,9,0,0,0,0,0,1,Weekday,4,1,31.28529704123045,0.2758349315266268,1.0178648441998678e-25,1.6225591084757855
2019-09-05 00:00:00,5,Paid,0,5,0.0928571428495671,0,3,248,9,1,0,0,0,0,0,Weekday,4,1,178.49816150011642,1.817639739277419,1.6225591084757855,10.691998939119607
2019-09-05 01:00:00,29,Paid,0,29,0.11403940885587402,1,3,248,9,1,0,0,0,0,0,Weekday,4,1,1392.453268006354,13.328102077098889,10.691998939119607,78.40058252179854
2019-09-05 02:00:00,41,Paid,0,41,0.11097560974545982,2,3,248,9,1,0,0,0,0,0,Weekday,4,1,2172.256523562044,20.578926278262877,78.40058252179854,121.05249417869967
2019-09-05 03:00:00,34,Paid,0,34,0.11092436973720399,3,3,248,9,1,0,0,0,0,0,Weekday,4,1,1895.6275649332833,18.29886789301064,121.05249417869967,107.64038188312826
2019-09-05 04:00:00,29,Paid,0,29,0.10665024629549187,4,3,248,9,0,1,0,0,0,0,Weekday,4,1,1619.439775649609,15.805495578932602,107.64038188312826,92.97350328884596
2019-09-05 05:00:00,23,Paid,0,23,0.1059006211082251,5,3,248,9,0,1,0,0,0,0,Weekday,4,1,1285.3248987465,11.247623115789374,92.97350328884596,66.16248536288873
2019-09-05 06:00:00,14,Paid,0,14,0.11122448978501857,6,3,248,9,0,1,0,0,0,0,Weekday,4,1,705.671749317465,5.426372511157894,66.16248536288873,31.919847233628886
2019-09-05 07:00:00,12,Paid,0,12,0.12142857141585503,7,3,248,9,0,1,0,0,0,0,Weekday,4,1,659.4667174931747,4.430796325111579,31.919847233628886,26.063517842336285
2019-09-05 08:00:00,9,Paid,0,9,0.1214285714158249,8,3,248,9,0,0,1,0,0,0,Weekday,4,1,516.0651675049318,2.975777163251115,26.063517842336285,17.504571008423365
2019-09-05 09:00:00,3,Paid,0,3,0.12142857141630589,9,3,248,9,0,0,1,0,0,0,Weekday,4,1,93.27065167504932,0.6185563116325112,17.504571008423365,3.638566650084234
2019-09-05 10:00:00,1,Paid,0,1,0.12142857141666664,10,3,248,9,0,0,1,0,0,0,Weekday,4,1,30.632706516750492,0.26880880311632516,3.638566650084234,1.5812291865008425
2019-09-05 11:00:00,1,Paid,0,1,0.12142857141666664,11,3,248,9,0,0,1,0,0,0,Weekday,4,1,59.70632706516751,0.5279345680311633,1.5812291865008425,3.105499331865009
2019-09-05 12:00:00,1,Paid,0,1,0.12142857141666664,12,3,248,9,0,0,0,1,0,0,Weekday,4,1,8.698562940651675,0.07691673568031163,3.105499331865009,0.4524544333186501
2019-09-05 13:00:00,0,NoFeeApplicable,0,0,0.0,13,3,248,9,0,0,0,1,0,0,Weekday,4,1,0.08698562940651683,0.000769167356803117,0.4524544333186501,0.0045245443331865046
2019-09-05 14:00:00,0,NoFeeApplicable,0,0,0.0,14,3,248,9,0,0,0,1,0,0,Weekday,4,1,0.000869856294065169,7.691673568031176e-06,0.0045245443331865046,4.524544333186509e-05
2019-09-05 15:00:00,0,NoFeeApplicable,0,0,0.0,15,3,248,9,0,0,0,1,0,0,Weekday,4,1,8.698562940651699e-06,7.691673568031184e-08,4.524544333186509e-05,4.524544333186513e-07
2019-09-05 16:00:00,0,NoFeeApplicable,0,0,0.0,16,3,248,9,0,0,0,0,1,0,Weekday,4,1,8.698562940651706e-08,7.691673568031191e-10,4.524544333186513e-07,4.524544333186518e-09
2019-09-05 17:00:00,0,NoFeeApplicable,0,0,0.0,17,3,248,9,0,0,0,0,1,0,Weekday,4,1,8.698562940651714e-10,7.691673568031198e-12,4.524544333186518e-09,4.5245443331865216e-11
2019-09-05 18:00:00,0,NoFeeApplicable,0,0,0.0,18,3,248,9,0,0,0,0,1,0,Weekday,4,1,8.698562940651722e-12,7.691673568031204e-14,4.5245443331865216e-11,4.5245443331865253e-13
2019-09-05 19:00:00,0,NoFeeApplicable,0,0,0.0,19,3,248,9,0,0,0,0,1,0,Weekday,4,1,8.698562940651729e-14,7.691673568031211e-16,4.5245443331865253e-13,4.5245443331865294e-15
2019-09-05 20:00:00,0,NoFeeApplicable,0,0,0.0,20,3,248,9,0,0,0,0,0,1,Weekday,4,1,8.698562940651738e-16,7.691673568031218e-18,4.5245443331865294e-15,4.524544333186534e-17
2019-09-05 21:00:00,0,NoFeeApplicable,0,0,0.0,21,3,248,9,0,0,0,0,0,1,Weekday,4,1,8.698562940651745e-18,7.691673568031225e-20,4.524544333186534e-17,4.524544333186537e-19
2019-09-05 22:00:00,0,NoFeeApplicable,0,0,0.0,22,3,248,9,0,0,0,0,0,1,Weekday,4,1,8.698562940651754e-20,7.691673568031233e-22,4.524544333186537e-19,4.524544333186542e-21
2019-09-05 23:00:00,0,NoFeeApplicable,0,0,0.0,23,3,248,9,0,0,0,0,0,1,Weekday,4,1,8.698562940651761e-22,7.69167356803124e-24,4.524544333186542e-21,4.5245443331865463e-23
2019-09-06 00:00:00,5,Paid,0,5,0.1214285714164502,0,4,249,9,1,0,0,0,0,0,Weekday,4,1,205.90711577311245,2.1545998326832354,4.5245443331865463e-23,12.674106546089853
2019-09-06 01:00:00,30,Paid,0,30,0.11666666665519482,1,4,249,9,1,0,0,0,0,0,Weekday,4,1,1429.9293619593743,16.353065994527107,12.674106546089853,96.19447942825953
2019-09-06 02:00:00,34,Paid,0,34,0.11092436973729948,2,4,249,9,1,0,0,0,0,0,Weekday,4,1,1836.2618877582388,21.70349288113215,96.19447942825953,127.66759496065978
2019-09-06 03:00:00,39,Paid,0,39,0.1104395604289322,3,4,249,9,1,0,0,0,0,0,Weekday,4,1,2188.4261170059576,25.404770321798754,127.66759496065978,149.4398074418857
2019-09-06 04:00:00,35,Paid,0,35,0.10918367345887448,4,4,249,9,0,1,0,0,0,0,Weekday,4,1,1877.7217628511298,22.202145743538246,149.4398074418857,130.60083861630275
2019-09-06 05:00:00,21,Paid,0,21,0.10442176869774274,5,4,249,9,0,1,0,0,0,0,Weekday,4,1,1096.4252182892926,12.219866107445364,130.60083861630275,71.88156002622176
2019-09-06 06:00:00,13,Paid,0,13,0.09395604394813523,6,4,249,9,0,1,0,0,0,0,Weekday,4,1,574.2907525128982,6.091308621074514,71.88156002622176,35.831232720262584
2019-09-06 07:00:00,9,Paid,0,9,0.09761904761050985,7,4,249,9,0,1,0,0,0,0,Weekday,4,1,428.43990785512904,4.800979626210745,35.831232720262584,28.24105941720263
2019-09-06 08:00:00,4,Paid,0,4,0.10357142856168831,8,4,249,9,0,0,1,0,0,0,Weekday,4,1,253.8138990785513,2.4808922262621076,28.24105941720263,14.593484294172026
2019-09-06 09:00:00,3,Paid,0,3,0.12142857141558443,9,4,249,9,0,0,1,0,0,0,Weekday,4,1,183.88963866078552,1.479042692262621,14.593484294172026,8.700249622941719
2019-09-06 10:00:00,2,Paid,0,2,0.12142857141558445,10,4,249,9,0,0,1,0,0,0,Weekday,4,1,89.07439572660785,0.5625198069226262,8.700249622941719,3.308941656229417
2019-09-06 11:00:00,0,NoFeeApplicable,0,0,0.0,11,4,249,9,0,0,1,0,0,0,Weekday,4,1,0.8907439572660792,0.005625198069226267,3.308941656229417,0.0330894165622942
2019-09-06 12:00:00,0,NoFeeApplicable,0,0,0.0,12,4,249,9,0,0,0,1,0,0,Weekday,4,1,0.0089074395726608,5.6251980692262716e-05,0.0330894165622942,0.0003308941656229423
2019-09-06 13:00:00,0,NoFeeApplicable,0,0,0.0,13,4,249,9,0,0,0,1,0,0,Weekday,4,1,8.907439572660809e-05,5.625198069226276e-07,0.0003308941656229423,3.3089416562294258e-06
2019-09-06 14:00:00,0,NoFeeApplicable,0,0,0.0,14,4,249,9,0,0,0,1,0,0,Weekday,4,1,8.907439572660817e-07,5.625198069226282e-09,3.3089416562294258e-06,3.308941656229429e-08
2019-09-06 15:00:00,0,NoFeeApplicable,0,0,0.0,15,4,249,9,0,0,0,1,0,0,Weekday,4,1,8.907439572660825e-09,5.625198069226287e-11,3.308941656229429e-08,3.308941656229432e-10
2019-09-06 16:00:00,0,NoFeeApplicable,0,0,0.0,16,4,249,9,0,0,0,0,1,0,Weekday,4,1,8.907439572660833e-11,5.625198069226292e-13,3.308941656229432e-10,3.308941656229435e-12
2019-09-06 17:00:00,0,NoFeeApplicable,0,0,0.0,17,4,249,9,0,0,0,0,1,0,Weekday,4,1,8.907439572660841e-13,5.625198069226297e-15,3.308941656229435e-12,3.308941656229438e-14
